Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12336747,2020/7/30 7:49,2020/7/28 7:17,350313,180195163,0,514,157,,https://sra-download.ncbi.nlm.nih.gov/traces/sra6/SRR/012047/SRR12336747,SRX8836785,10_Ct20.4_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100130,SAMN15659003,simple,2697049,Severe acute respiratory syndrome coronavirus 2,10_Ct20.4_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,A903023A59287F10D2FE68B7AFA1A2AC,D87C92FCC1C0083C867DFE179E0C9654
SRR12336834,2020/7/30 7:49,2020/7/28 7:17,215149,110719940,0,514,96,,https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012047/SRR12336834,SRX8836698,11_Ct21_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100044,SAMN15659004,simple,2697049,Severe acute respiratory syndrome coronavirus 2,11_Ct21_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,1C1B3C3098DAB2DEB087BEB68627EA77,4787BC35D6DE529F6F16A74D34EA3FE1
SRR12336833,2020/7/30 7:49,2020/7/28 7:17,215007,110456202,0,513,96,,https://sra-download.ncbi.nlm.nih.gov/traces/sra26/SRR/012047/SRR12336833,SRX8836699,12_Ct21.3_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100045,SAMN15659005,simple,2697049,Severe acute respiratory syndrome coronavirus 2,12_Ct21.3_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,6E1253078D7C6FF206E1E12128AC018E,94AFB87394C37B7CB00E80C313969BCD
SRR12336832,2020/7/30 7:49,2020/7/28 7:18,354605,182836260,0,515,159,,https://sra-download.ncbi.nlm.nih.gov/traces/sra27/SRR/012047/SRR12336832,SRX8836700,13_Ct21.6_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100046,SAMN15659006,simple,2697049,Severe acute respiratory syndrome coronavirus 2,13_Ct21.6_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,05F331DA64AC16D384CC18D391F164FE,CFCEE5299D4118948EA2D108098573FF
SRR12336831,2020/7/30 7:49,2020/7/28 7:18,158397,81576661,0,515,71,,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012047/SRR12336831,SRX8836701,14_Ct22.9_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100047,SAMN15659007,simple,2697049,Severe acute respiratory syndrome coronavirus 2,14_Ct22.9_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,4F206347327F5F1A57F712AE0174EF57,10CFA7CD0E08DC887376BA19001AFD10
SRR12336830,2020/7/30 7:49,2020/7/28 7:17,255928,131610402,0,514,114,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/012047/SRR12336830,SRX8836702,15_Ct24.3_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100048,SAMN15659008,simple,2697049,Severe acute respiratory syndrome coronavirus 2,15_Ct24.3_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,ECCF9DB3A925CA96FEBE7CC1D42FA179,C301CF0584C5C058D9CA430CAA748BB1
SRR12336829,2020/7/30 7:49,2020/7/28 7:18,391315,200607813,0,512,175,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/012047/SRR12336829,SRX8836703,16_Ct24.6_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100049,SAMN15659009,simple,2697049,Severe acute respiratory syndrome coronavirus 2,16_Ct24.6_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,165497A82726500145D933D89E58E64B,C8CC573BDA318593B9CF92B3229AD727
SRR12336828,2020/7/30 7:49,2020/7/28 7:18,306188,157040703,0,512,137,,https://sra-download.ncbi.nlm.nih.gov/traces/sra57/SRR/012047/SRR12336828,SRX8836704,17_Ct25_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100050,SAMN15659010,simple,2697049,Severe acute respiratory syndrome coronavirus 2,17_Ct25_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,D9CEC08C3D1CE932389466B73AB56A86,B29A0FEFC5C494A00A05E12234E0ED5F
SRR12336827,2020/7/30 7:49,2020/7/28 7:17,589174,302410575,0,513,264,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/012047/SRR12336827,SRX8836705,18_Ct25.7_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100051,SAMN15659011,simple,2697049,Severe acute respiratory syndrome coronavirus 2,18_Ct25.7_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,16E6E7256FF302AABDD6D6AAD7E94DFA,D86AC4D188EBF9078ED76FFDB564AB7E
SRR12336826,2020/7/30 7:49,2020/7/28 7:18,427071,218155831,0,510,190,,https://sra-download.ncbi.nlm.nih.gov/traces/sra45/SRR/012047/SRR12336826,SRX8836706,19_Ct27.4_AO,AMPLICON,RT-PCR,GENOMIC,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP273877,PRJNA649101,,649101,SRS7100052,SAMN15659012,simple,2697049,Severe acute respiratory syndrome coronavirus 2,19_Ct27.4_AO,,,,,,,no,,,,,INSTITUT DES AGENTS INFECTIEUX,SRA1104525,,public,A78F9B0D390C91A017767DA0250BCB73,8BA1D4D3D585D454E64E471A4AFF73EC
