Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR12228735,2020-07-15 14:06:36,2020-07-15 14:06:25,80807,41199805,0,509,36,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011942/SRR12228735,SRX8737272,MN-MDH-117,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009871,SAMN15543596,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-117,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,0626D826CF66E5C16367F745E5551105,73640336278B3EB9F3BA731AE04E26A9
SRR12228733,2020-07-15 14:23:45,2020-07-15 14:22:56,67380,34315039,0,509,30,,https://sra-download.ncbi.nlm.nih.gov/traces/sra3/SRR/011942/SRR12228733,SRX8737274,MN-MDH-118,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009873,SAMN15543597,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-118,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,6405F3F827A30DBE8BAABD591B82F0FA,776496F8B2BE2028152417D798F04217
SRR12228732,2020-07-15 14:13:34,2020-07-15 14:11:59,78257,39536483,0,505,34,,https://sra-download.ncbi.nlm.nih.gov/traces/sra35/SRR/011942/SRR12228732,SRX8737275,MN-MDH-119,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009874,SAMN15543598,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-119,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,AD073CB59B77F065598AD1554E8E95A5,86137C697F41139628C6A758D6297769
SRR12228731,2020-07-15 13:52:14,2020-07-15 13:51:41,73814,37451893,0,507,32,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011942/SRR12228731,SRX8737276,MN-MDH-120,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009875,SAMN15543599,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-120,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,59D4AAEF2CB43FB7E316C9E8D4ABFFDA,31074BCC29E1CA7A9E6FAF99E71B8A6D
SRR12228730,2020-07-15 13:54:32,2020-07-15 13:52:46,90129,45756934,0,507,40,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/011942/SRR12228730,SRX8737277,MN-MDH-121,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009876,SAMN15543600,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-121,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,4A5F8CA9870B819796D22F910368A544,43F98221D6EB3297397CEBDDAA3732CD
SRR12228721,2020-07-15 13:52:14,2020-07-15 13:51:41,55891,28710295,0,513,25,,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011942/SRR12228721,SRX8737286,MN-MDH-138,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009885,SAMN15543608,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-138,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,EF653C928C34D3736919F880A3F410C7,C65BA86FCF21B683D3DA548F500DB7D3
SRR12228729,2020-07-15 13:52:14,2020-07-15 13:51:50,63666,32464725,0,509,28,,https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/011942/SRR12228729,SRX8737278,MN-MDH-140,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009877,SAMN15543601,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-140,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,283715FA0D31DDBC949D40154A06C1B6,5C51CDA703D32147F5AD966AAAC3AF2E
SRR12228728,2020-07-15 14:23:45,2020-07-15 14:22:47,66822,34002686,0,508,29,,https://sra-download.ncbi.nlm.nih.gov/traces/sra46/SRR/011942/SRR12228728,SRX8737279,MN-MDH-141,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009878,SAMN15543602,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-141,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,B031E78EBDC2A127C3D36712BEFFAA8A,845030830A77D29F40DB182407D5125B
SRR12228736,2020-07-15 13:54:32,2020-07-15 13:52:42,73709,37509660,0,508,32,,https://sra-download.ncbi.nlm.nih.gov/traces/sra77/SRR/011942/SRR12228736,SRX8737271,MN-MDH-142,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009870,SAMN15543595,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-142,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,C6EE40FB07EC383440E662A40D447ED2,1ABCB98236BED959BC799033DF79E6FF
SRR12228724,2020-07-15 13:52:14,2020-07-15 13:51:40,80635,41073337,0,509,35,,https://sra-download.ncbi.nlm.nih.gov/traces/sra52/SRR/011942/SRR12228724,SRX8737283,MN-MDH-143,AMPLICON,PCR,VIRAL RNA,SINGLE,0,0,OXFORD_NANOPORE,MinION,SRP269783,PRJNA628662,,628662,SRS7009882,SAMN15543606,simple,2697049,Severe acute respiratory syndrome coronavirus 2,MN-MDH-143,,,,,,,no,,,,,MINNESOTA DEPARTMENT OF HEALTH,SRA1099376,,public,D1D0ED74EA558AED492D61390F7E4623,A38C23D39FD780119527E4A37E8DD6A5
